date,India_infected,India_Relativecases,India_vaccinationRate,Germany_infected,Germany_Relativecases,Germany_vaccinationRate,Spain_infected,Spain_Relativecases,Spain_vaccinationRate
2021-04-30,19164969.0,0.013754015185862513,1.9105054129500538,3381597.0,0.04030486312764561,7.8406556263551845,3524077.0,0.07538904894450044,
2021-05-01,19557457.0,0.014035689834658908,1.959033876881721,3400532.0,0.040530547200384605,7.927880404866857,3524077.0,0.07538904894450044,
2021-05-02,19925517.0,0.014299833378502292,1.974105187245474,3416822.0,0.040724705824357055,8.00554027879057,3524077.0,0.07538904894450044,10.939298145429271
2021-05-03,20282833.0,0.014556266336476376,2.0371233663446473,3425982.0,0.04083388280382836,8.144032945893713,3540430.0,0.07573888157227486,11.129048064410277
2021-05-04,20664979.0,0.014830518900475652,2.0900419266910264,3433516.0,0.040923679677555086,8.339153423822854,3544945.0,0.07583546900665397,11.53982383350457
2021-05-05,21077410.0,0.01512650592957653,2.167389207674241,3451550.0,0.04113862483561028,8.623262675128487,3551262.0,0.0759706058445217,12.186974618640614
2021-05-06,21491598.0,0.015423753894955552,2.2638516223828726,3473503.0,0.04140028010093054,8.889712907571163,3559222.0,0.07614089066792318,12.742376967771094
2021-05-07,21892676.0,0.01571159328059272,2.36076932336063,3491988.0,0.041620600675769746,9.168140426768284,3567408.0,0.07631601021118506,
2021-05-08,22296081.0,0.01600110267119246,2.4492000691659075,3507673.0,0.04180754837478803,9.349020221829267,3567408.0,0.07631601021118506,
2021-05-09,22662575.0,0.0162641223526502,2.472367494692422,3520329.0,0.0419583937734986,9.469603573500796,3567408.0,0.07631601021118506,13.309333441665286
2021-05-10,22992517.0,0.0165009099664707,2.576910594780104,3527251.0,0.04204089629008161,9.698765576655703,3581392.0,0.07661516385068837,13.536032600216522
2021-05-11,23340938.0,0.016750959299974624,2.6772682763281614,3533376.0,0.042113899455939886,10.055274898277984,3586333.0,0.07672086451807865,13.911538446152269
2021-05-12,23703665.0,0.017011275539793348,2.744372333920416,3548285.0,0.04229159810080208,10.50036775121322,3592751.0,0.07685816200508754,14.367580884381931
2021-05-13,24046809.0,0.017257537758476695,2.8185733743553247,3565704.0,0.04249921314506089,10.684825595317577,3598452.0,0.07698012102245083,14.924914982199994
2021-05-14,24372907.0,0.01749156667050256,2.8552241343192155,3577040.0,0.042634325616598745,10.950067252900165,3604799.0,0.0771158996372912,
2021-05-15,24684077.0,0.017714882288982547,2.900255635130507,3584934.0,0.0427284132886453,11.140146042803503,3604799.0,0.0771158996372912,
2021-05-16,24965463.0,0.017916822992204616,2.905584077694148,3593434.0,0.04282972380453025,11.277720955821572,3604799.0,0.0771158996372912,15.431989386035717
2021-05-17,25228996.0,0.01810595123363177,2.9228306287289585,3598846.0,0.042894228805938406,11.514971113809361,3615860.0,0.07735252280709569,15.666687224922358
2021-05-18,25496330.0,0.018297807317286138,2.9367831721240174,3603055.0,0.04294439538962779,11.95989591047707,3619848.0,0.07743783635932246,15.978477453016524
2021-05-19,25772440.0,0.018495961623351986,2.947949455413068,3614095.0,0.043075979871436,12.63709830663525,3625928.0,0.0775679031591065,16.46647396671287
2021-05-20,26031991.0,0.018682232125303008,2.961243398226198,3626393.0,0.043222558309595184,13.234947155421809,3631661.0,0.07769054673857392,16.825922552793696
2021-05-21,26289290.0,0.01886688644711836,,3635162.0,0.04332707500533579,13.74115408720411,3636453.0,0.07779305991366688,
2021-05-22,26530132.0,0.019039730166583467,2.987125819787907,3642244.0,0.04341148454339428,13.993003686475133,3636453.0,0.07779305991366688,
2021-05-23,26752447.0,0.019199277718475936,2.991659377307912,3648958.0,0.043491507932059165,14.170919255030165,3636453.0,0.07779305991366688,17.39354219622626
2021-05-24,26948874.0,0.019340246375451765,3.0044448549229408,3651640.0,0.043523474379541925,14.378478280533132,3647520.0,0.07802981143886589,17.650608101865238
2021-05-25,27157795.0,0.019490181530924522,3.0138601807097656,3653551.0,0.0435462513672897,14.848300434451673,3652879.0,0.07814445419874134,18.042988403667703
2021-05-26,27369093.0,0.019641822574577784,3.031125319251465,3656177.0,0.04357755035725604,15.754579017798362,3657886.0,0.07825156677547139,18.429006556414944
2021-05-27,27555457.0,0.019775569375112555,3.0443006321461104,3662490.0,0.043652794273348,16.512990731601494,3663176.0,0.07836473344830981,18.834791439918842
2021-05-28,27729247.0,0.019900292264001706,3.0544685007794117,3669870.0,0.04374075563890458,17.138061120062126,3668658.0,0.078482007493773,
2021-05-29,27894800.0,0.02001910375156869,3.0809509615113853,3675296.0,0.04380542750469184,17.427523142271752,3668658.0,0.078482007493773,
2021-05-30,28047534.0,0.020128715499722182,3.0907729876902557,3679148.0,0.04385133904671405,17.634214473003375,3668658.0,0.078482007493773,19.726694569845883
2021-05-31,28175044.0,0.02022022488209318,3.1045306134455064,3681126.0,0.04387491459970469,18.084085606623116,3678390.0,0.07869019994369049,20.120232209455637
2021-06-01,28307832.0,0.020315522096949114,3.125468327576143,3682911.0,0.04389618980804053,18.807285360769903,3682778.0,0.07878407052221885,20.706264434232633
2021-06-02,28441986.0,0.02041179964131896,3.144183865786666,3687828.0,0.043954794961758914,19.712453104107126,3687762.0,0.07889069106993656,21.348077774213063
2021-06-03,28574350.0,0.02050679256648683,3.1611297154552034,3692468.0,0.04401009858454787,20.19194981634847,3693012.0,0.07900300204014482,21.94280179845589
2021-06-04,28694879.0,0.020593291933970116,3.188928659686678,3695633.0,0.044047821853109737,20.798862976585674,3697981.0,0.07910930169937622,
2021-06-05,28809339.0,0.020675435796460778,3.2007142873172403,3697927.0,0.044075163773514454,21.170502129839054,3697981.0,0.07910930169937622,
2021-06-06,28909975.0,0.020747658666857516,3.2126489738350936,3700367.0,0.04410424585101554,21.425270663855986,3697981.0,0.07910930169937622,23.537959856465296
2021-06-07,28996473.0,0.02080973519855171,3.228705422063961,3701484.0,0.04411755924469125,21.921402562805635,3707523.0,0.07931342956180046,24.088403408854013
2021-06-08,29089069.0,0.020876188047504927,3.2522420859029983,3702688.0,0.044131909581294246,22.84441287582283,3711027.0,0.07938838911220232,24.71353268680293
2021-06-09,29182532.0,0.020943263111457094,3.274998505051316,3705942.0,0.04417069363055185,24.062229638734685,3715454.0,0.07948309400079508,25.444212884181866
2021-06-10,29274823.0,0.021009497072780926,3.2980916523167108,3709129.0,0.04420867911456659,25.00834470881576,3729458.0,0.07978267549161346,26.205897327108012
2021-06-11,29359155.0,0.02107001914347429,3.3218952872971648,3711569.0,0.04423776119206768,25.80032953569474,3733600.0,0.07987128349896634,
2021-06-12,29439989.0,0.021128030824241112,3.3394913408746363,3713480.0,0.04426053817981546,26.155645777006427,3733600.0,0.07987128349896634,
2021-06-13,29510410.0,0.021178569466041346,3.362801581608521,3714969.0,0.044278285398421664,26.393912615818333,3733600.0,0.07987128349896634,27.410412159654175
2021-06-14,29570881.0,0.02122196734747305,3.3866091637429476,3715518.0,0.0442848288658594,26.905978871084045,3741767.0,0.0800459965834789,27.826103940358728
2021-06-15,29633105.0,0.021266623294525465,3.407068123979931,3716170.0,0.04429259997837199,27.80941480054385,3745199.0,0.08011941586914646,28.454273101901283
2021-06-16,29700313.0,0.02131485608074137,3.4363886601846074,3717625.0,0.04430994195491465,28.938911439484055,3749031.0,0.08020139218111562,29.18179361731836
2021-06-17,29762793.0,0.021359695749869595,3.4747199030107048,3718955.0,0.04432579407092959,29.82780871397015,3753228.0,0.08029117677958497,29.82030394514638
2021-06-18,29823546.0,0.021403296012650435,3.5031312302394126,3720031.0,0.044338618790352204,30.565180021456612,3757442.0,0.08038132505167214,
2021-06-19,29881772.0,0.02144508273759698,3.546342231872125,3721139.0,0.04435182491406991,30.923207808928748,3757442.0,0.08038132505167214,
2021-06-20,29935221.0,0.02148344117990227,3.570044030280088,3721981.0,0.04436186061458463,31.17606455391651,3757442.0,0.08038132505167214,30.87307275177344
2021-06-21,29977861.0,0.02151404238815495,3.6291661531090416,3722327.0,0.04436598454852536,31.670848427060676,3764651.0,0.0805355440581924,31.544912697046122
2021-06-22,30028709.0,0.0215505341854634,3.6794127055153085,3722782.0,0.04437140764084626,32.56783862393335,3768691.0,0.08062197002383838,32.38500517197366
2021-06-23,30082778.0,0.02158933757967105,3.7067233509171604,3723798.0,0.04438351722721556,33.63296613674552,3773032.0,0.0807148351517763,33.37780633827923
2021-06-24,30134445.0,0.021626417144089232,3.760692787183905,3724806.0,0.0443955314625111,34.255619375485985,3777539.0,0.08081125144562937,34.003055414596375
2021-06-25,30183143.0,0.021661365963026594,3.825267364977675,3725580.0,0.04440475667889874,34.86820115705906,3782463.0,0.08091658843940185,
2021-06-26,30233183.0,0.02169727788753326,3.917600697798835,3726172.0,0.04441181265835802,35.186924040033105,3782463.0,0.08091658843940185,
2021-06-27,30279331.0,0.021730396662356072,3.95534245112074,3726710.0,0.04441822501806933,35.417119410450034,3782463.0,0.08091658843940185,35.53286560199717
2021-06-28,30316897.0,0.02175735644165298,4.0101512676213575,3726929.0,0.04442083525371389,35.86604299277414,3792642.0,0.08113434336621135,36.55634798610707
2021-06-29,30362848.0,0.02179033383659714,4.108335072060639,3727333.0,0.044425650482939484,36.556256042948796,3799733.0,0.08128603804997264,37.4788916879635
2021-06-30,30411634.0,0.02182534580999806,4.144376463217602,3728141.0,0.04443528094139066,37.29965592207462,3808960.0,0.08148342725418439,38.48635104032368
2021-07-01,30458251.0,0.021858801169405077,4.237705268270641,3729033.0,0.04444591258611647,37.903203189407606,3821305.0,0.08174751847841696,39.504286332133574
2021-07-02,30502362.0,0.021890458061929328,4.258102365839909,3729682.0,0.04445364794197639,38.4403038690927,3833868.0,0.0820162732819839,
2021-07-03,30545433.0,0.021921368583520586,4.454487055130207,3730353.0,0.04446164551328919,38.701643283981085,3833868.0,0.0820162732819839,
2021-07-04,30585229.0,0.021949928754337277,4.515779825578323,3730912.0,0.044468308169569155,38.89465650317982,3833868.0,0.0820162732819839,40.935632957138644
2021-07-05,30619932.0,0.02197483386057538,4.627337520640287,3731124.0,0.04447083497302417,39.29259467446851,3866475.0,0.0827138206735231,41.780168667973285
2021-07-06,30663665.0,0.022006219475972064,4.702502097243114,3731564.0,0.04447607928208174,39.94362081709887,3880612.0,0.08301624737558677,42.74679603007889
2021-07-07,30709557.0,0.022039154528719063,4.8001702598407086,3732549.0,0.044487819383040174,40.801613616686375,3897996.0,0.08338813573865353,43.915739304289374
2021-07-08,30752950.0,0.022070296138233806,5.046063814343021,3733519.0,0.04449938070073528,41.50971333641262,3915313.0,0.08375859079981476,44.922989009505166
2021-07-09,30795716.0,0.022100987772195674,,3734468.0,0.04451069172186173,42.12037498573756,3937192.0,0.08422663874594555,
2021-07-10,30837222.0,0.02213077514906565,5.228980598979653,3735420.0,0.04452203849964084,42.4012971274023,3937192.0,0.08422663874594555,
2021-07-11,30874376.0,0.0221574392506468,5.262894617678282,3736165.0,0.04453091806838605,42.58311613053996,3937192.0,0.08422663874594555,46.614392220841616
2021-07-12,30907282.0,0.022181054714032415,5.372066868178541,3736489.0,0.0445347797868739,42.95466350838483,3971124.0,0.08495253128710875,47.36284964036209
2021-07-13,30946147.0,0.022208946739331208,5.4765251403390325,3737135.0,0.044542479386081156,43.70503474289197,4015084.0,0.08589294847765261,48.158374983054415
2021-07-14,30987880.0,0.022238897026010597,5.5842173516324545,3738683.0,0.04456092981885644,44.69667995070016,4041474.0,0.08645749828789948,49.09413073352049
2021-07-15,31026829.0,0.022266849335115513,5.685880895247505,3740325.0,0.044580500626748565,45.40934460308333,4069162.0,0.08704981564849498,50.00040752837761
2021-07-16,31064908.0,0.022294177276228407,5.815281161594134,3741781.0,0.04459785452217545,45.983744239052,4100222.0,0.08771426874081283,
2021-07-17,31106065.0,0.022323714188237215,5.95933792830522,3743389.0,0.044617020088004035,46.20802903478337,4100222.0,0.08771426874081283,
2021-07-18,31144229.0,0.022351103130820598,,3744681.0,0.04463241928641855,46.34009384762572,4100222.0,0.08771426874081283,51.42990369644497
2021-07-19,31174322.0,0.02237269980436534,6.132701595598167,3745227.0,0.04463892699720363,46.66474637550008,4161850.0,0.08903264978309756,52.07807918548063
2021-07-20,31216337.0,0.022402852472393868,6.2261863491163405,3746410.0,0.04465302703723797,47.27990621173033,4189136.0,0.08961636733225999,52.84060007772775
2021-07-21,31257720.0,0.02243255157654773,6.286161272502673,3748613.0,0.044679284339178504,48.04189955024209,4219723.0,0.0902707017409762,53.61181918721043
2021-07-22,31293062.0,0.02245791527031101,6.421077865942039,3750503.0,0.04470181103035763,48.66171132698408,4249258.0,0.09090253117051926,54.33493069482561
2021-07-23,31332159.0,0.02248597379374101,6.5352271187695115,3752592.0,0.04472670957949688,49.162603628291905,4280429.0,0.0915693588376358,
2021-07-24,31371901.0,0.02251449521068233,6.657282018638959,3754511.0,0.04474958191831843,49.33861336725988,4280429.0,0.0915693588376358,
2021-07-25,31411262.0,0.02254274319750301,6.702503844038163,3755898.0,0.04476611341073401,49.428102733773684,4280429.0,0.0915693588376358,55.5015528756518
2021-07-26,31440951.0,0.022564049934646863,6.846248570286109,3756856.0,0.04477753170181845,49.73160639348497,4342054.0,0.09288767570222327,55.94404954124605
2021-07-27,31484605.0,0.02259537885455921,6.949330433973151,3758401.0,0.04479594637794107,50.310325433095606,4368453.0,0.09345241804556192,56.51936622983689
2021-07-28,31528114.0,0.022626603713139556,7.044664106178505,3761169.0,0.0448289378494669,51.02836788603964,4395602.0,0.09403320481321606,57.10721254418982
2021-07-29,31572344.0,0.022658346007722485,7.168965654322696,3764311.0,0.044866386983691664,51.5926734189609,4422291.0,0.09460415100062336,57.61840929544633
2021-07-30,31613993.0,0.022688236010595747,7.298514907790181,3766765.0,0.04489563592557186,52.034415873541406,4447044.0,0.09513368118073101,
2021-07-31,31655824.0,0.022718256628382286,,3769165.0,0.04492424124770408,52.19154848367895,4447044.0,0.09513368118073101,
2021-08-01,31695958.0,0.022747059369752198,7.480147647356324,3771262.0,0.044949235147917106,52.27515945649459,4447044.0,0.09513368118073101,58.32054539233976
2021-08-02,31726507.0,0.022768983298244488,,3772109.0,0.044959330442852934,52.540938655755575,4502983.0,0.0963303599164415,58.695858705183724
2021-08-03,31769132.0,0.022799573741531787,7.693072921251831,3773875.0,0.044980379192388564,53.027635565955286,4523310.0,0.09676520660052214,59.49654607399248
2021-08-04,31812114.0,0.022830420390995126,7.766278058856246,3777446.0,0.04502294152794446,53.62301958948479,4545184.0,0.09723314758382415,59.97283229719511
2021-08-05,31856757.0,0.022862459080958176,7.8725300613147375,3780985.0,0.04506512245920526,54.1403635266839,4566571.0,0.09769067038760398,60.44672469228986
2021-08-06,31895385.0,0.022890181019803967,7.963781371582367,3784433.0,0.04510621877200189,54.5416234910052,4588132.0,0.09815191549782501,
2021-08-07,31934455.0,0.022918220166296282,8.068868389487468,3787639.0,0.045144430714816844,54.693375916805046,4588132.0,0.09815191549782501,
2021-08-08,31969954.0,0.02294369653336387,8.109403866624712,3790766.0,0.04518170106577828,54.7916018254534,4588132.0,0.09815191549782501,61.15590750034266
2021-08-09,31998158.0,0.02296393753893513,8.205932952352262,3791949.0,0.04519580110581262,55.06955139739323,4627770.0,0.09899987401918027,61.5437953633368
2021-08-10,32036511.0,0.022991462120082296,8.287906369557746,3794429.0,0.04522535993868258,55.5210470749324,4643450.0,0.09933530945020229,62.02410980667089
2021-08-11,32077706.0,0.02302102630333673,8.374474919885207,3799425.0,0.04528490668425449,56.06084499811688,4660473.0,0.09969947509703186,62.51180682444668
2021-08-12,32117826.0,0.023049818997405623,,3805063.0,0.04535210535349676,56.4971440982733,4677883.0,0.10007191966680822,63.16450256262615
2021-08-13,32156493.0,0.023077568925161402,8.564878307344804,3810641.0,0.04541858888968573,56.84849969435809,4693540.0,0.1004068630688179,
2021-08-14,32192576.0,0.02310346440821444,8.703179477665982,3816285.0,0.045485859072233334,57.00004949912617,4693540.0,0.1004068630688179,
2021-08-15,32225513.0,0.023127102119195175,,3821013.0,0.045542211556833814,57.08874745172765,4693540.0,0.1004068630688179,63.73702752138609
2021-08-16,32250679.0,0.02314516286044487,8.74389810274755,3823139.0,0.04556755110468927,57.30637078306747,4719266.0,0.10095720821540415,64.10988924619465
2021-08-17,32285857.0,0.02317040885725333,8.831960973802586,3827051.0,0.045614177779764786,57.6361269771656,4733602.0,0.10126389203805283,64.73675346122621
2021-08-18,32322258.0,0.023196532557572418,8.93154278841251,3835375.0,0.0457133905720267,58.00916183176135,4745558.0,0.10151966155420712,65.38665319106165
2021-08-19,32358829.0,0.023222778260832473,9.005228258772167,3843775.0,0.045813509199489476,58.300659599396056,4758003.0,0.10178589203501509,66.52332791908887
2021-08-20,32393286.0,0.023247506821638352,9.121748315808428,3853055.0,0.045924116445067394,58.526044508141084,4770453.0,0.10205222947865183,
2021-08-21,32424234.0,0.02326971709820974,9.191338147439726,3861147.0,0.046020564056189865,58.62245993827615,4770453.0,0.10205222947865183,
2021-08-22,32449306.0,0.023287710379009723,9.299851223226568,3868197.0,0.04610459218995326,58.683720619399146,4770453.0,0.10205222947865183,67.27360370669842
2021-08-23,32474773.0,0.02330598713723137,9.331908213630765,3871865.0,0.04614831065727867,58.84533949755777,4794352.0,0.10256349040760561,67.7152639229717
2021-08-24,32512366.0,0.023332966293465963,9.462467794982352,3877612.0,0.04621680848490112,59.07558969484212,4804424.0,0.10277895632987943,68.30833216262518
2021-08-25,32558530.0,0.02336609655091851,9.658462864292341,3889173.0,0.04635460270538887,59.33226405844611,4815205.0,0.10300958958127283,68.96916563281744
2021-08-26,32603188.0,0.023398146005846943,9.778936462513947,3901799.0,0.046505090537572784,59.5414261738769,4822320.0,0.10316179768661221,69.43894209826115
2021-08-27,32649947.0,0.023431703273592886,10.010086966330151,3913828.0,0.04664846279587632,59.714398981145166,4831809.0,0.10336479174305149,
2021-08-28,32695030.0,0.02346405773587374,10.216103500744278,3924131.0,0.0467712630600131,59.79374418529784,4831809.0,0.10336479174305149,
2021-08-29,32737939.0,0.023494851995838898,10.365530908683294,3932547.0,0.04687157238962342,59.846161054328284,4831809.0,0.10336479174305149,70.19256796166778
2021-08-30,32768880.0,0.023517057248759778,10.49429223845142,3937106.0,0.046925910582790414,59.97054653006656,4847298.0,0.1036961411940145,70.58784267761675
2021-08-31,32810845.0,0.02354717403357037,10.606874112319609,3942856.0,0.046994444167065524,60.14947520378045,4855065.0,0.10386229725222547,71.40130996520692
2021-09-01,32857937.0,0.023580970283547744,10.901952075977391,3956387.0,0.04715571858947014,60.354538414927376,4861883.0,0.10400815176553593,72.00297159852374
2021-09-02,32903289.0,0.023613517797541075,11.062628083307395,3970102.0,0.047319186086571555,60.52408096731662,4871444.0,0.1042126860867095,72.60648154952173
2021-09-03,32945907.0,0.023644103217177866,11.194636844298396,3984353.0,0.04748904210561583,60.66026613843442,4877755.0,0.10434769456918272,
2021-09-04,32988673.0,0.023674794851139738,11.247888903272237,3995188.0,0.047618183216158586,60.724824774821585,4877755.0,0.10434769456918272,
2021-09-05,33027621.0,0.023702746442580296,11.424940432404963,4005641.0,0.047742771312928624,60.76105460719047,4877755.0,0.10434769456918272,73.31359141795295
2021-09-06,33058843.0,0.023725153359185954,11.525063078875561,4010390.0,0.047799374094097756,60.851515362768346,4887112.0,0.10454786480694248,73.6300965675393
2021-09-07,33096718.0,0.023752334896769683,11.745610809457126,4017116.0,0.047879540509373306,60.99886376084825,4892640.0,0.10466612291043033,74.3172279188129
2021-09-08,33139981.0,0.0237833832099178,11.991337291696745,4030681.0,0.04804122017384146,61.169811549687246,4898258.0,0.10478630634483606,74.66818793480256
2021-09-09,33174954.0,0.02380848208553274,12.215765361699074,4046112.0,0.04822514047626741,61.331687875745054,4903021.0,0.10488819913552214,75.02439340791508
2021-09-10,33208330.0,0.02383243485116692,12.282826072364065,4059081.0,0.048379716485739396,61.46999460825434,4907461.0,0.1049831821274697,
2021-09-11,33236921.0,0.02385295359284498,12.51925313161078,4070295.0,0.048513374853402194,61.54075106443682,4907461.0,0.1049831821274697,
2021-09-12,33264175.0,0.023872512817275527,12.698415168089412,4077640.0,0.04860091905801101,61.58178420714706,4907461.0,0.1049831821274697,75.51657858598605
2021-09-13,33289579.0,0.02389074436264258,12.935032695456913,4083151.0,0.04866660402895712,61.67950356321599,4915265.0,0.10515012971061356,75.75765996649369
2021-09-14,33316755.0,0.023910247609253154,12.993439450453167,4089476.0,0.048741990971659745,61.833148707830254,4918526.0,0.1052198908675372,76.09690969198962
2021-09-15,33347325.0,0.023932186608696972,13.240509256839303,4101931.0,0.048890440674641746,62.016635162870536,4922249.0,0.10529953538983919,76.3467320748643
2021-09-16,33381728.0,0.023956876415627486,13.527939645558476,4114856.0,0.04904449225320797,62.18689165642467,4926324.0,0.10538671009528655,76.55274676158805
2021-09-17,33417390.0,0.023982469761985533,13.727671664950373,4125878.0,0.049175862195100194,62.331681070062174,4929546.0,0.1054556369421458,
2021-09-18,33448163.0,0.024004554447294157,14.267872411589282,4134779.0,0.04928195218355806,62.40618959099765,4929546.0,0.1054556369421458,
2021-09-19,33478419.0,0.02402626810012936,14.537863771692658,4142116.0,0.04936940103709311,62.44939793007836,4929546.0,0.1054556369421458,77.19797007654967
2021-09-20,33504534.0,0.024045009904855412,14.760151120679579,4145852.0,0.049413929988545595,62.54888962423107,4935534.0,0.10558373562588048,
2021-09-21,33531498.0,0.024064361006621952,15.033326470476528,4150516.0,0.04946951966455588,62.70428922860278,4937984.0,0.10563614741197767,77.40830820081227
2021-09-22,33563421.0,0.02408727100594302,15.188508183009604,4160970.0,0.04959411968021014,62.88001410623786,4940824.0,0.1056969022987189,77.56752878920581
2021-09-23,33594803.0,0.02410979274884606,15.503759476489629,4171666.0,0.04972160406584607,63.0476698992548,4943855.0,0.10576174316551913,77.73140867842055
2021-09-24,33624419.0,0.02413104709649173,15.812386297340733,4181393.0,0.04983753905267111,63.18773585907521,4946601.0,0.1058204871510795,
2021-09-25,33652745.0,0.024151375657114747,15.9739288843838,4188604.0,0.04992348612679421,63.25679149047924,4946601.0,0.1058204871510795,
2021-09-26,33678786.0,0.024170064354678257,16.08932371547214,4196378.0,0.05001614353273416,63.294293067794584,4946601.0,0.1058204871510795,77.97069094414827
2021-09-27,33697581.0,0.024183552856299015,16.468312215972265,4199400.0,0.050052162400852314,63.38544154299205,4951640.0,0.10592828428991367,78.08671352451483
2021-09-28,33716451.0,0.024197095182746674,16.606662115703394,4203571.0,0.05010187606694127,63.53034299414123,4953930.0,0.10597727326549024,78.22566679611307
2021-09-29,33739980.0,0.024213981107441263,16.82199170873324,4215351.0,0.050242280523073585,63.68419195167569,4956691.0,0.1060363381395369,78.32583106748625
2021-09-30,33766707.0,0.024233162122754805,17.042823993233007,4227501.0,0.05038709496636795,63.82422215484345,4959091.0,0.1060876802973464,78.44041606743416
2021-10-01,33791061.0,0.02425064012054528,17.256941881759712,4237619.0,0.0505076902369237,63.8963862312525,4961128.0,0.1061312569537872,
2021-10-02,33813903.0,0.024267033009825478,17.514453058666227,4246136.0,0.050609203373840415,63.91282833203642,4961128.0,0.1061312569537872,
2021-10-03,33834702.0,0.024281959710820963,17.684045830353103,4252300.0,0.05068267137618333,63.917510069758734,4961128.0,0.1061312569537872,78.60904724550286
2021-10-04,33853048.0,0.02429512598114469,17.856469716168405,4255388.0,0.05071947689066013,63.97346327173777,4965399.0,0.10622262460212234,78.66405822833914
2021-10-05,33871881.0,0.024308641754011078,18.088803289679838,4260187.0,0.050776675616040344,64.0996151261177,4967200.0,0.10626115261304522,78.73056129749848
2021-10-06,33894312.0,0.024324739683239876,18.268219594640737,4271734.0,0.05091430297214899,64.2288289418542,4969503.0,0.10631041969197658,78.7938725958473
2021-10-07,33915569.0,0.02433999507451162,18.394407308252323,4283378.0,0.051053086460027146,64.36613448808886,4971310.0,0.10634907605829397,78.86943755586
2021-10-08,33935309.0,0.0243541617689513,18.66346893417907,4293807.0,0.05117738850357586,64.45375378166828,4973619.0,0.10639847149261986,
2021-10-09,33953475.0,0.02436719885969047,18.931177475724027,4302661.0,0.05128291830447531,64.475344840436,4973619.0,0.10639847149261986,
2021-10-10,33971607.0,0.024380211549841446,19.207674893837147,4310273.0,0.05137364485117134,64.48187758087795,4973619.0,0.10639847149261986,79.01930959301906
2021-10-11,33985920.0,0.02439048347980675,19.34612160649026,4313384.0,0.051410724499985225,64.53554950841695,4977448.0,0.10648038362689174,
2021-10-12,34001743.0,0.02440183908295361,19.56731257963648,4318355.0,0.05146997327345159,64.65061203291695,4977448.0,0.10648038362689174,79.06941526052798
2021-10-13,34020730.0,0.02441546537613123,19.731179179172152,4330258.0,0.05161184375234318,64.76961494054068,4980206.0,0.10653938432324116,79.1416215877173
2021-10-14,34037592.0,0.024427566632546725,19.823844934124235,4342640.0,0.05175942337677699,64.89405524314637,4982138.0,0.10658071476027779,79.21488470765486
2021-10-15,34053573.0,0.024439035626662255,19.932934509690377,4354158.0,0.0518967050852432,64.9744147443463,4984386.0,0.10662880524809269,
2021-10-16,34067719.0,0.024449187706679667,20.000877229852147,4365107.0,0.05202720494858724,64.99661009054407,4984386.0,0.10662880524809269,
2021-10-17,34081315.0,0.024458945071299823,20.152613435799367,4373789.0,0.052130684701400545,65.00302721780906,4984386.0,0.10662880524809269,79.31111060767273
2021-10-18,34094373.0,0.024468316332495025,20.26080004606946,4377845.0,0.052179027695803994,65.05349058171556,4988878.0,0.10672490065345945,79.33781280824682
2021-10-19,34108996.0,0.024478810738411513,20.59501167307274,4384616.0,0.05225973046086952,65.16156864006163,4990767.0,0.10676531121016868,79.37178206340752
2021-10-20,34127450.0,0.02449205451648597,20.923705107055955,4401631.0,0.052462530275902745,65.27102809708899,4993295.0,0.10681939161639467,79.5297554652176
2021-10-21,34143236.0,0.024503383566051563,21.07437579672989,4417708.0,0.052654150177535955,65.38055191609115,4995176.0,0.10685963103257787,79.57944825620746
2021-10-22,34159562.0,0.024515100154370823,21.3534623325497,4437280.0,0.05288742657952421,65.45212600773124,4997732.0,0.10691431043064498,
2021-10-23,34175468.0,0.024526515323659452,21.497872548957417,4452425.0,0.05306793808106274,65.47115331450286,4997732.0,0.10691431043064498,
2021-10-24,34189774.0,0.024536782229974248,21.859449220320936,4466157.0,0.05323160819919592,65.47710083772951,4997732.0,0.10691431043064498,79.65366120606451
2021-10-25,34202202.0,0.024545701362623504,21.939416263278954,4472730.0,0.05330995102518554,65.52666313398883,5002217.0,0.10701025608805145,79.68741011779795
2021-10-26,34215653.0,0.024555354665911657,22.226136594881684,4483203.0,0.05343477749964002,65.63860171893432,5004143.0,0.10705145816969358,79.71521831402151
2021-10-27,34231809.0,0.02456694925128995,22.473196210433922,4506415.0,0.05371143864019547,65.74950574472938,5006675.0,0.10710562414618259,79.75679904407748
2021-10-28,34246157.0,0.024577246299507804,22.737410228917327,4534452.0,0.054045608397120914,65.8625968857791,5008887.0,0.10715294450163033,79.82745227099306
2021-10-29,34260470.0,0.02458751822947311,23.145303379126293,4559120.0,0.05433962343310325,65.93413283698968,5011148.0,0.10720131309280002,
2021-10-30,34273300.0,0.024596725863194543,23.44447533088441,4580663.0,0.054596391955892595,65.95264643985134,5011148.0,0.10720131309280002,79.83146765558509
2021-10-31,34285814.0,0.024605706714978644,23.617517484544685,4597550.0,0.05479766615374543,65.95750457706012,5011148.0,0.10720131309280002,
2021-11-01,34296237.0,0.024613186930588817,23.831764624422384,4607208.0,0.054912778737559176,65.97801459302892,5011148.0,0.10720131309280002,
2021-11-02,34308140.0,0.024621729289449782,23.917748708896163,4618021.0,0.055041657632649045,66.06674711039466,5016968.0,0.10732581782548804,79.89542928793283
2021-11-03,34321025.0,0.024630976394710943,24.15353015728584,4638419.0,0.05528477903300447,66.16479900333336,5019255.0,0.10737474262336734,79.92447397445697
