date,India_infected,India_Relativecases,India_vaccinationRate,Germany_infected,Germany_Relativecases,Germany_vaccinationRate,Spain_infected,Spain_Relativecases,Spain_vaccinationRate
2020-09-23,5732518.0,0.004114023853898757,,275927.0,0.003288741966657136,,693556.0,0.014836942334050005,
2020-09-24,5818570.0,0.004175780307288994,,278070.0,0.003314284135544364,,704209.0,0.015064837337026888,
2020-09-25,5903932.0,0.004237041572271765,,280223.0,0.0033399454932738102,,716481.0,0.015327366903959423,
2020-09-26,5992532.0,0.004300626634447834,,282730.0,0.0033698261360177585,,716481.0,0.015327366903959423,
2020-09-27,6074702.0,0.004359597114797806,,284140.0,0.0033866317627704377,,716481.0,0.015327366903959423,
2020-09-28,6145291.0,0.004410256324210294,,285332.0,0.003400839072762774,,748266.0,0.01600732960644888,
2020-09-29,6225763.0,0.004468008210479284,,287421.0,0.003425737621902027,,748266.0,0.01600732960644888,
2020-09-30,6312584.0,0.00453031654776132,,289219.0,0.003447167775732749,,769188.0,0.01645490486715313,
2020-10-01,6394068.0,0.004588794710361261,,291722.0,0.00347700074293981,,778607.0,0.01665640144398963,
2020-10-02,6473544.0,0.00464583180292904,,294395.0,0.0035088599204645705,,789932.0,0.01689867225115317,
2020-10-03,6549373.0,0.0047002515735808355,,296958.0,0.0035394080207249374,,789932.0,0.01689867225115317,
2020-10-04,6623815.0,0.004753675943767188,,299237.0,0.0035665711578663248,,789932.0,0.01689867225115317,
2020-10-05,6685082.0,0.004797645086028375,,300619.0,0.003583043055860795,,813412.0,0.017400969695056036,
2020-10-06,6757131.0,0.004849352085404488,,303258.0,0.0036144969913220154,,825410.0,0.017657637698971988,
2020-10-07,6835655.0,0.004905705961502835,,306086.0,0.0036482035959011483,,835901.0,0.01788206710629673,
2020-10-08,6906151.0,0.004956298428129969,,310144.0,0.0036965704280730437,,848324.0,0.01814782695065811,
2020-10-09,6979423.0,0.005008883131016706,,314660.0,0.003750396109218505,,861112.0,0.018421395081519687,
2020-10-10,7053806.0,0.0050622651590058985,,319381.0,0.0038066651616294263,,861112.0,0.018421395081519687,
2020-10-11,7120538.0,0.005110156336987088,,322864.0,0.003848178635373811,,861112.0,0.018421395081519687,
2020-10-12,7175880.0,0.005149873317923295,,325331.0,0.003877582522748889,,888968.0,0.01901730639316186,
2020-10-13,7239389.0,0.005195451463676567,,329453.0,0.003926712163510977,,896086.0,0.01916957867619851,
2020-10-14,7307097.0,0.005244043082071795,,334585.0,0.003987879877337041,,908056.0,0.019425647688273352,
2020-10-15,7370468.0,0.005289522190143574,,341223.0,0.004066997430801074,,921374.0,0.019710553878984523,
2020-10-16,7432680.0,0.005334169525223682,,348557.0,0.00415441052768345,,936560.0,0.020035421382524083,
2020-10-17,7494551.0,0.0053785721367574915,,356387.0,0.004247735391139818,,936560.0,0.020035421382524083,
2020-10-18,7550273.0,0.005418561830149984,,361974.0,0.004314326197286783,,936560.0,0.020035421382524083,
2020-10-19,7597063.0,0.005452141345491048,,366299.0,0.004365875371545888,,974449.0,0.020845964306375683,
2020-10-20,7651107.0,0.0054909267980897325,,373167.0,0.004447734268380925,,988322.0,0.0211427433710803,
2020-10-21,7706946.0,0.005531000458212186,,380762.0,0.00453825819404518,,1005295.0,0.02150583938962218,
2020-10-22,7761312.0,0.005570016998734355,,392049.0,0.0046727866402561675,,1026281.0,0.021954783774534678,
2020-10-23,7814682.0,0.005608318745555312,,403291.0,0.004806778736677175,,1046132.0,0.02237944759731644,
2020-10-24,7864811.0,0.005644294542189896,,418005.0,0.0049821531991161285,,1046132.0,0.02237944759731644,
2020-10-25,7909959.0,0.005676695652654062,,429181.0,0.005115358649178501,,1046132.0,0.02237944759731644,
2020-10-26,7946429.0,0.005702868871813894,,437866.0,0.005218874158644473,,1098320.0,0.023495882818883842,
2020-10-27,7990322.0,0.00573436931350796,,449275.0,0.005354856708730515,,1116738.0,0.023889891094940184,
2020-10-28,8040203.0,0.005770167129381599,,464239.0,0.005533210892224908,,1136503.0,0.024312715157067104,
2020-10-29,8088851.0,0.005805080065101028,,481013.0,0.005733138256160683,,1160083.0,0.024817151857545364,
2020-10-30,8137119.0,0.005839720288364171,,499694.0,0.005955794932307352,,1185678.0,0.025364694578017842,
2020-10-31,8184082.0,0.0058734239596392795,,518753.0,0.006182956946689846,,1185678.0,0.025364694578017842,
2020-11-01,8229313.0,0.005905884636245214,,532930.0,0.006351930968301715,,1185678.0,0.025364694578017842,
2020-11-02,8267623.0,0.005933378357824956,,545027.0,0.006496113710732327,,1240697.0,0.02654169215323469,
2020-11-03,8313876.0,0.005966572487405427,,560379.0,0.006679092421304762,,1259366.0,0.02694106996329528,
2020-11-04,8364086.0,0.0060026064148530605,,577593.0,0.006884264094298112,,1284408.0,0.027476782594905817,
2020-11-05,8411724.0,0.0060367945095702565,,597583.0,0.007122522589891063,,1306316.0,0.027945450925443465,
2020-11-06,8462080.0,0.0060729332160142525,,619089.0,0.007378850113964199,,1328832.0,0.028427125935959516,
2020-11-07,8507754.0,0.006105711817931067,,642488.0,0.007657740085869125,,1328832.0,0.028427125935959516,
2020-11-08,8553657.0,0.0061386547649860115,,658505.0,0.007848644854449029,,1328832.0,0.028427125935959516,
2020-11-09,8591730.0,0.0061659784001127545,,671868.0,0.008007916904304387,,1381218.0,0.0295477968855462,
2020-11-10,8636011.0,0.006197757295577974,,687200.0,0.008190657237192388,,1381218.0,0.0295477968855462,
2020-11-11,8683916.0,0.006232137006678929,,705687.0,0.008411001649800035,,1417709.0,0.030328433002473773,
2020-11-12,8728795.0,0.0062643450654306185,,727553.0,0.008671619972193005,,1437220.0,0.030745823352899188,
2020-11-13,8773479.0,0.006296413179632373,,751095.0,0.008952214344541642,,1458591.0,0.03120300387562696,
2020-11-14,8814579.0,0.006325909184772739,,773556.0,0.009219924403046557,,1458591.0,0.03120300387562696,
2020-11-15,8845127.0,0.006347832395600668,,790503.0,0.009421913733952698,,1458591.0,0.03120300387562696,
2020-11-16,8874290.0,0.006368761641291872,,801327.0,0.00955092373676901,,1496864.0,0.03202176154472808,
2020-11-17,8912907.0,0.006396475685829719,,815746.0,0.009722782128362546,,1510023.0,0.032303266317484376,
2020-11-18,8958483.0,0.0064291839566393855,,833307.0,0.009932089654180845,,1525341.0,0.03263095763970345,
2020-11-19,9004365.0,0.006462111832742798,,855916.0,0.010201563707550581,,1541574.0,0.03297822315958741,
2020-11-20,9050597.0,0.006495290891371737,,879564.0,0.010483421481626724,,1556730.0,0.03330244888615435,
2020-11-21,9095806.0,0.006527735779361781,,902528.0,0.010757126738895185,,1556730.0,0.03330244888615435,
2020-11-22,9139865.0,0.0065593553533393805,,918269.0,0.010944741895429884,,1556730.0,0.03330244888615435,
2020-11-23,9177840.0,0.006586608657358977,,929133.0,0.011074228653615067,,1582616.0,0.033856216843261226,
2020-11-24,9222216.0,0.006618455730938268,,942687.0,0.011235777210356781,,1594844.0,0.03411780513730059,
2020-11-25,9266705.0,0.006650383900590086,,961320.0,0.011457861780060806,,1605066.0,0.03433647994443752,
2020-11-26,9309787.0,0.006681302316489289,,983588.0,0.011723271493910923,,1617355.0,0.03459937318498787,
2020-11-27,9351109.0,0.006710957643117274,,1006394.0,0.011995093567472345,,1628208.0,0.034831546701115546,
2020-11-28,9392919.0,0.006740963189952279,,1028089.0,0.012253673760663393,,1628208.0,0.034831546701115546,
2020-11-29,9431691.0,0.006768788472465715,,1042700.0,0.012427820578027505,,1628208.0,0.034831546701115546,
2020-11-30,9462809.0,0.006791120751978073,,1053869.0,0.012560942595900326,,1648187.0,0.03525894877231381,
2020-12-01,9499413.0,0.006817390138161965,,1067473.0,0.012723087096853127,,1656444.0,0.035435587187744214,
2020-12-02,9534964.0,0.006842903823776202,,1084743.0,0.012928926227362894,,1665775.0,0.03563520121879437,
2020-12-03,9571559.0,0.0068691667509808655,,1106789.0,0.013191689948915782,,1675902.0,0.035851843732184675,
2020-12-04,9608211.0,0.006895470585053972,,1130238.0,0.013471175865031795,,1684647.0,0.03603892171970301,
2020-12-05,9644222.0,0.006921314396273187,,1153556.0,0.013749100407314757,,1684647.0,0.03603892171970301,
2020-12-06,9677203.0,0.0069449836844857026,,1171323.0,0.01396086322328274,,1684647.0,0.03603892171970301,
2020-12-07,9703770.0,0.006964049873501861,,1183655.0,0.014107846903505463,,1702328.0,0.036417163674798685,
2020-12-08,9735850.0,0.006987072546127236,,1197709.0,0.014275354902358057,,1702328.0,0.036417163674798685,
2020-12-09,9767371.0,0.007009694044376128,,1218524.0,0.01452344647743396,,1712101.0,0.03662623321991209,
2020-12-10,9796744.0,0.007030773999582648,,1242203.0,0.014805673736920976,,1720056.0,0.0367964110804848,
2020-12-11,9826775.0,0.0070523261779371575,,1272078.0,0.01516175040304601,,1730575.0,0.037021439479650656,
2020-12-12,9857029.0,0.007074038395443644,,1300516.0,0.015500699632544374,,1730575.0,0.037021439479650656,
2020-12-13,9884100.0,0.00709346628729656,,1320716.0,0.015741461093823895,,1730575.0,0.037021439479650656,
2020-12-14,9906165.0,0.007109301551370092,,1337078.0,0.015936477877460307,,1751884.0,0.03747729366330168,
2020-12-15,9932547.0,0.007128234972479901,,1351510.0,0.016108491214548725,,1762212.0,0.03769823608240853,
2020-12-16,9956557.0,0.007145466093731,,1379238.0,0.016438978036249642,,1773290.0,0.03793522292583084,
2020-12-17,9979447.0,0.007161893430900415,,1406161.0,0.016759870156152042,,1785421.0,0.03819473614099207,
2020-12-18,10004599.0,0.007179944124849089,,1439938.0,0.017162454308510378,,1797236.0,0.038447489305375046,
2020-12-19,10031223.0,0.00719905122073369,,1471238.0,0.017535515384651416,,1797236.0,0.038447489305375046,
2020-12-20,10055560.0,0.007216517018230066,,1494009.0,0.017806920297265078,,1797236.0,0.038447489305375046,
2020-12-21,10075116.0,0.007230551662427755,,1510652.0,0.018005286287367802,,1819249.0,0.038918403855316856,
2020-12-22,10099066.0,0.0072477397238173355,,1530180.0,0.0182380382584503,,1829903.0,0.03914632025085949,
2020-12-23,10123778.0,0.0072654746454482045,,1554920.0,0.018532911454096603,,1842289.0,0.03941128857028798,
2020-12-24,10146845.0,0.0072820290092091,,1587115.0,0.018916639931616117,,1854951.0,0.03968216123786456,
2020-12-25,10169118.0,0.0072980135474692304,,1612648.0,0.019220964802450273,,1854951.0,0.03968216123786456,
2020-12-26,10187850.0,0.007311456836235394,,1627103.0,0.019393252273875793,,1854951.0,0.03968216123786456,
2020-12-27,10207871.0,0.007325825194359853,,1640858.0,0.01955719652634608,,1854951.0,0.03968216123786456,
2020-12-28,10224303.0,0.00733761785510113,,1651834.0,0.0196880181995641,,1879413.0,0.04020546618133781,
2020-12-29,10244852.0,0.007352365140006954,,1664726.0,0.01984167645495101,,1893502.0,0.040506866040245275,
2020-12-30,10266674.0,0.007368026011641335,,1687185.0,0.020109362675687484,,1910218.0,0.04086446416938839,
2020-12-31,10286709.0,0.0073824044170668155,,1719737.0,0.02049734619487416,,1928265.0,0.041250535803550016,
2021-01-01,10305788.0,0.00739609673536543,,1742661.0,0.020770574696773753,,1928265.0,0.041250535803550016,
2021-01-02,10323965.0,0.007409141720412545,,1755351.0,0.020921825337547866,,1928265.0,0.041250535803550016,
2021-01-03,10340469.0,0.007420986052987644,,1765666.0,0.021044768628295303,,1928265.0,0.041250535803550016,
2021-01-04,10356844.0,0.007432737806860479,,1775513.0,0.02116213388122696,,1958844.0,0.04190469907174021,
2021-01-05,10374932.0,0.007445718919779674,,1787410.0,0.02130393284681322,,1982544.0,0.04241170288010894,
2021-01-06,10395278.0,0.007460320518820693,,1808647.0,0.021557054191030704,,1982544.0,0.04241170288010894,
2021-01-07,10413417.0,0.00747333823262218,,1835038.0,0.02187160546452713,,2024904.0,0.04331789196544647,
2021-01-08,10413417.0,0.00747333823262218,,1866887.0,0.022251210008105916,,2050360.0,0.04386246111927915,
2021-01-09,10450284.0,0.007499796364532395,,1891581.0,0.022545534935078018,,2050360.0,0.04386246111927915,
2021-01-10,10466595.0,0.007511502187886276,,1908527.0,0.022747512347099933,,2050360.0,0.04386246111927915,
2021-01-11,10479179.0,0.007520533276175482,,1921024.0,0.022896462643219248,,2111782.0,0.045176435293018576,
2021-01-12,10495147.0,0.007531992940654347,,1933826.0,0.0230490481990262,,2137220.0,0.04572061938066768,
2021-01-13,10512093.0,0.007544154480875968,,1953426.0,0.023282658329772665,,2176089.0,0.04655212701895815,
2021-01-14,10527683.0,0.007555342868227265,,1978590.0,0.023582585132328995,,2211967.0,0.047319649493078556,
2021-01-15,10542841.0,0.007566221224575627,,2000958.0,0.023849186734601287,0.0011716263189988528,2252164.0,0.04817956645869028,
2021-01-16,10557985.0,0.007577089533622967,,2019636.0,0.024071807654095292,0.0026543355161856,2252164.0,0.04817956645869028,
2021-01-17,10571773.0,0.007586984689799983,,2033518.0,0.02423726560486174,0.023016557320637687,2252164.0,0.04817956645869028,
2021-01-18,10581823.0,0.00759419721660438,,2040659.0,0.02432237835708932,0.04180071885412896,2336451.0,0.04998268164839389,0.0049523789720405794
2021-01-19,10595639.0,0.007604112467383438,,2052028.0,0.02445788415180649,0.08479809368412246,2370742.0,0.05071625412066275,0.019982795670769354
2021-01-20,10610883.0,0.007615052542866643,,2068002.0,0.02464827640836486,0.1490980902836648,2412318.0,0.05160567143444919,0.033462251352336395
2021-01-21,10625428.0,0.007625490970963154,,2088400.0,0.024891397808720288,0.19809662331931366,2456675.0,0.05255458147359737,0.1049433705626016
2021-01-22,10639684.0,0.007635721994060017,,2106262.0,0.025104292918689337,0.2381774471802429,2499560.0,0.05347200165595573,0.14644494812527425
2021-01-23,10654533.0,0.007646378592121557,,2122679.0,0.025299965240957945,0.2933857188954279,2499560.0,0.05347200165595573,
2021-01-24,10667736.0,0.0076558539146487645,,2134936.0,0.02544605500486404,0.3197622096781793,2499560.0,0.05347200165595573,0.18974777972442994
2021-01-25,10676838.0,0.0076623860956411645,,2141665.0,0.02552625717679225,0.36589663483533963,2593382.0,0.05547909496012329,0.264619620606697
2021-01-26,10689527.0,0.007671492538688028,,2148077.0,0.025602681062422163,0.4223313597369435,2629817.0,0.056258533093368646,0.3702325784773974
2021-01-27,10701193.0,0.007679864811095997,,2161275.0,0.02575998649638093,0.4920020055668102,2670102.0,0.05712033260476672,0.41236095821666097
2021-01-28,10720048.0,0.007693396372578274,,2178828.0,0.025969198671125456,0.5465249414392441,2705001.0,0.05786691175701399,0.5388059966185627
2021-01-29,10733130.0,0.007702784857718086,,2192850.0,0.026136325265682953,0.615586532285379,2743119.0,0.05868235357842325,
2021-01-30,10746174.0,0.007712146071612269,,2205171.0,0.02628317783817924,0.6793466034296756,2743119.0,0.05868235357842325,
2021-01-31,10757610.0,0.007720353281217749,,2216363.0,0.02641657399038916,0.7168136159807732,2743119.0,0.05868235357842325,0.7656228142814459
2021-02-01,10766245.0,0.00772655031295466,,2221971.0,0.02648341509310478,0.7908358464400038,2822805.0,0.06038704157309291,0.8953195226779488
2021-02-02,10777284.0,0.007734472609809757,,2228085.0,0.02655628715123661,0.8711202586693464,2851869.0,0.06100879510416586,1.0674419674776952
2021-02-03,10790183.0,0.007743729762371937,,2237790.0,0.026671959922608776,0.9885093493694451,2883465.0,0.06168471461172782,1.2538653424839605
2021-02-04,10802591.0,0.007752634541734021,,2252001.0,0.026841339186284188,1.0749355626382597,2913425.0,0.06232563588171631,1.4609175686467646
2021-02-05,10814304.0,0.007761040544366845,,2264909.0,0.026995188143818644,1.1681019049344787,2941990.0,0.06293671452247804,
2021-02-06,10826363.0,0.007769694858867762,,2275394.0,0.02712015764488378,1.2260193390332697,2941990.0,0.06293671452247804,
2021-02-07,10838194.0,0.007778185545894907,,2284010.0,0.027222850751338453,1.256144318903764,2941990.0,0.06293671452247804,1.682326345687048
2021-02-08,10847304.0,0.007784723468202176,,2288545.0,0.027276902891284125,1.3234764796493217,2989085.0,0.06394419740666055,1.7943699088233873
2021-02-09,10858371.0,0.007792665859659315,,2291924.0,0.02731717680106945,1.4122828940972214,3005487.0,0.06429507827015692,1.9032602077675935
2021-02-10,10871294.0,0.0078019402361661026,,2299996.0,0.02741338603450748,1.5049677134708814,3023601.0,0.06468258320622405,2.017913663925915
2021-02-11,10880603.0,0.0078086209736807416,,2310233.0,0.027535399652285623,1.5872819116831896,3041454.0,0.06506450468262942,2.1402941148345658
2021-02-12,10892746.0,0.007817335571987783,,2320093.0,0.027652919850712162,1.6778725830990864,3056035.0,0.06537642968388784,
2021-02-13,10904940.0,0.007826086771177118,0.0005503050302100345,2328447.0,0.02775249020950073,1.7324968294874055,3056035.0,0.06537642968388784,
2021-02-14,10916589.0,0.00783444684329099,,2334561.0,0.02782536226763256,1.763292842539585,3056035.0,0.06537642968388784,2.289199208021545
2021-02-15,10925710.0,0.007840992659906202,0.007041579154166428,2338987.0,0.027878115249198063,1.8297704192864424,3086286.0,0.06602357619051072,2.3465976011959815
2021-02-16,10937320.0,0.007849324743110087,0.01552587896851965,2342843.0,0.027924074466757164,1.8973421496048575,3096343.0,0.06623872122429825,2.3942131740511345
2021-02-17,10950201.0,0.00785856897771381,0.024552445972266065,2350399.0,0.028014133555936772,1.964694572453592,3107172.0,0.06647038131884783,2.448498948908371
2021-02-18,10963394.0,0.007868037123597432,0.03336651255941729,2360606.0,0.02813578960718826,2.028342606086204,3121687.0,0.06678089441076648,2.5051250704590893
2021-02-19,10977387.0,0.007878079400967972,0.05432302949624987,2369719.0,0.028244406399101144,2.0948714340352153,3133122.0,0.06702551840016296,
2021-02-20,10991651.0,0.007888316165379702,0.06271955895954064,2378883.0,0.02835363105410934,2.1382108808423737,3133122.0,0.06702551840016296,
2021-02-21,11005850.0,0.007898506281608124,0.06894185248187637,2386559.0,0.028445120409395556,2.1719675447352373,3133122.0,0.06702551840016296,2.5608206153995114
2021-02-22,11016434.0,0.007906102041180037,0.0800584733973086,2390928.0,0.02849719401456042,2.241540455714486,3153971.0,0.06747153200356716,2.584874416333258
2021-02-23,11030176.0,0.007915964184796554,0.09484903346395918,2394811.0,0.028543475041993508,2.3137760454288747,3161432.0,0.06763114193665742,2.6124237625112015
2021-02-24,11046914.0,0.007927976450831577,0.10634020340816895,2402818.0,0.028638909547957128,2.3847100929862477,3170644.0,0.06782821025238286,2.6350977429538185
2021-02-25,11063491.0,0.007939873172904857,0.13354721807663206,2414687.0,0.02878037478478518,2.4556000406720004,3180212.0,0.0680328943215167,2.6607709611151398
2021-02-26,11079979.0,0.00795170602285022,0.15817918125983613,2424684.0,0.028899527870350095,2.536305189514371,3188553.0,0.06821132971247044,
2021-02-27,11096731.0,0.007963728336186263,0.17610607810664308,2434446.0,0.029015880018122903,2.583812670133878,3188553.0,0.06821132971247044,
2021-02-28,11112241.0,0.007974859310388868,0.17627207387279797,2442336.0,0.029109920014632577,2.612661137504222,3188553.0,0.06821132971247044,2.699416631149659
2021-03-01,11124527.0,0.007983676534699198,0.18643477532271746,2447068.0,0.029166320174769937,2.6722090749645493,3204531.0,0.06855314012808714,2.7097963040534783
2021-03-02,11139516.0,0.007994433605770948,0.1947725280750351,2451011.0,0.02921331633525633,2.73449239635377,3130184.0,0.06696266704197784,2.753227491047158
2021-03-03,11156923.0,0.008006925989261905,0.2064667970327418,2460030.0,0.02932081275205237,2.818962720721794,3136321.0,0.06709395321800986,2.8001007418706485
2021-03-04,11173761.0,0.008019010021732793,0.23027466623291226,2471942.0,0.029462790500901954,2.894284109561197,3142358.0,0.06722310013746649,2.8719198636198264
2021-03-05,11192045.0,0.008032131796866283,0.2512557990572464,2482522.0,0.02958889229596816,2.974743729388599,3149012.0,0.0673654462699933,
2021-03-06,11210799.0,0.008045590874248337,0.2694141426597168,2492079.0,0.029702801072475506,3.0328482899696714,3149012.0,0.0673654462699933,
2021-03-07,11229398.0,0.0080589387136548,0.26992124429553627,2500182.0,0.029799379791324413,3.072832570868404,3149012.0,0.0673654462699933,2.959635800980768
2021-03-08,11244786.0,0.008069982132805652,0.2917628566858874,2505193.0,0.029859105320159646,3.1347487906235947,3160970.0,0.0676212585712791,3.0211351490102376
2021-03-09,11262707.0,0.008082843395776952,0.3131656890873622,2509445.0,0.029909784415870562,3.200306229508533,3164982.0,0.06770708554508396,3.097296961607468
2021-03-10,11285561.0,0.008099244897029456,0.3337519629815691,2518591.0,0.030018794530962765,3.2807563142285576,3172101.0,0.06785937922068637,3.2158545610158864
2021-03-11,11308846.0,0.008115955711620538,0.3393891447523004,2532947.0,0.030189902032850328,3.3534448215433734,3178356.0,0.06799318971947736,3.3869651374554715
2021-03-12,11333728.0,0.008133812636192377,0.36909140662934115,2545781.0,0.030342868992952375,3.438257217888562,3183704.0,0.0681075971611295,
2021-03-13,11359048.0,0.008151983897753302,0.3897472939663367,2558455.0,0.030493928931578942,3.498328394366225,3183704.0,0.0681075971611295,
2021-03-14,11385339.0,0.008170852011406474,0.391532771124213,2569245.0,0.030622533692331717,3.540880002926324,3183704.0,0.0681075971611295,
2021-03-15,11409831.0,0.008188429046878441,0.42112171379902347,2575849.0,0.030701246003732207,3.611593551125595,3195062.0,0.06835057392296293,3.6232032410763964
2021-03-16,11438734.0,0.008209171699836397,0.4451312466839735,2581329.0,0.030766561489267444,3.693117527314001,3200024.0,0.06845672383423405,3.6977841430644096
2021-03-17,11474605.0,0.0082349150380454,0.4695296101184382,2594764.0,0.030926691698786767,3.789898867194679,3206116.0,0.06858704734480715,3.8605345048073483
2021-03-18,11514331.0,0.008263424972356987,0.49616349803008636,2612268.0,0.03113531984820443,3.880326249896738,3212332.0,0.06872002353353374,4.036377116791708
2021-03-19,11555284.0,0.008292815480836631,0.5182514128283249,2629750.0,0.03134368578216921,3.981264896593965,3212332.0,0.06872002353353374,
2021-03-20,11599130.0,0.00832428219230584,0.5367163426448089,2645783.0,0.03153478125289666,4.044921273445532,3212332.0,0.06872002353353374,
2021-03-21,11646081.0,0.008357977251608644,0.5376523205013556,2659516.0,0.03169846328991407,4.090607548555955,3212332.0,0.06872002353353374,
2021-03-22,11686796.0,0.008387196955970932,0.564331134201855,2667225.0,0.0317903459683796,4.182074257962151,3228803.0,0.06907238048406712,4.515688248791946
2021-03-23,11734058.0,0.008421115208889277,0.5819779984159181,2674710.0,0.031879558816779466,4.282682751566436,3234319.0,0.06919038187676595,4.613516451984782
2021-03-24,11787534.0,0.00845949302813225,0.5956019233011531,2690523.0,0.03206803213297813,4.3894401975407265,3234319.0,0.06919038187676595,4.8694464123822225
2021-03-25,11846652.0,0.008501919909686706,0.6102277076310585,2713180.0,0.03233807829279051,4.486374099139444,3247738.0,0.06947744871661826,5.117533858174263
2021-03-26,11908910.0,0.008546600257327312,0.6231590864101999,2734753.0,0.03259520438210651,4.5924915010310245,3255324.0,0.06963973272042777,5.360638975402208
2021-03-27,11971624.0,0.00859160785991546,0.6335789269998223,2755225.0,0.032839207779894346,4.667059616387612,3255324.0,0.06963973272042777,
2021-03-28,12039644.0,0.008640423389590585,0.6365827111729367,2772401.0,0.03304392653528727,4.730636136714894,3255324.0,0.06963973272042777,
2021-03-29,12095855.0,0.008680764020854456,0.6388616543438183,2782273.0,0.03316158976032447,4.83667368208219,3270825.0,0.06997133888217982,5.571071226954136
2021-03-30,12149335.0,0.008719144710754865,0.6505855628395371,2791822.0,0.033275403185758036,4.946879261261835,3275819.0,0.07007817335555508,5.6563569688454285
2021-03-31,12221665.0,0.008771053373815755,0.6699177900334452,2808873.0,0.033478632080623245,5.067998962723344,3284353.0,0.07026073751169933,5.821096839203486
2021-04-01,12303131.0,0.008829518618457242,0.6918528423232922,2833173.0,0.03376826096721197,5.176361882402305,3291394.0,0.07041136256717292,5.983532730229841
2021-04-02,12392260.0,0.008893483325079034,0.7157055655458779,2855061.0,0.03402914150505782,5.257397184337618,3291394.0,0.07041136256717292,
2021-04-03,12485509.0,0.008960404808858449,0.7349012929787717,2873190.0,0.034245218957114076,5.334495678814485,3300965.0,0.07061611081400403,6.077944540671771
2021-04-04,12589067.0,0.00903472469451115,0.7482601844163587,2885386.0,0.03439058166908265,5.39476590065865,3300965.0,0.07061611081400403,
2021-04-05,12686049.0,0.00910432521934139,0.7774900796125384,2893883.0,0.034491856428314926,5.4787141778977615,3311325.0,0.070837737795215,6.1028839938277315
2021-04-06,12801785.0,0.009187384821553686,0.7995110363261152,2900768.0,0.03457391794618173,5.591533568387239,3317948.0,0.07097942075820345,6.208745105461178
2021-04-07,12928574.0,0.0092783767679221,0.8206955552296897,2910445.0,0.034689256988795686,5.7063815529712585,3326736.0,0.0711674186260492,6.293331310452316
2021-04-08,13060542.0,0.009373085498003945,0.8524230659268304,2930852.0,0.034932485659109114,5.8101270969027095,3336637.0,0.07137922641957911,6.461517523153335
2021-04-09,13205926.0,0.009477422413121389,0.8835386959917892,2956316.0,0.03523598812693197,5.9161825205963385,3347512.0,0.07161187057215337,6.572029378581691
2021-04-10,13358805.0,0.009587138222606886,0.9120929819607392,2980413.0,0.03552319748002368,5.993999723791777,3347512.0,0.07161187057215337,
2021-04-11,13527717.0,0.009708360344754561,0.9287412879861817,2998268.0,0.03573600915780318,6.054116192029483,3347512.0,0.07161187057215337,
2021-04-12,13689453.0,0.00982443250746459,0.9681325210699994,3011513.0,0.03589387477932037,6.145665141736808,3370256.0,0.07209842308766132,6.6497442914526586
2021-04-13,13873825.0,0.009956749720596939,0.9959504834069781,3022323.0,0.036022717917757574,6.233836279655688,3376548.0,0.07223302511138521,6.708903292788645
2021-04-14,14074564.0,0.01010081294628725,1.027267561857409,3044016.0,0.03628127427318018,6.333822607503597,3387022.0,0.07245709084509214,6.813930094357687
2021-04-15,14291917.0,0.010256799447632116,1.0674721957253166,3073442.0,0.036631999360289644,6.418124875604095,3396685.0,0.0726638072079726,6.960150420542545
2021-04-16,14526609.0,0.010425229531291548,1.1144722498723747,3099273.0,0.03693987605862189,6.507049287005791,3407283.0,0.07289052561983302,7.120945501775572
2021-04-17,14788003.0,0.010612822688655557,1.162007251032368,3123077.0,0.037223593178636626,6.574587644448385,3407283.0,0.07289052561983302,
2021-04-18,15061805.0,0.01080932062538165,1.1827679891321619,3142262.0,0.03745225697243106,6.621192865532305,3407283.0,0.07289052561983302,
2021-04-19,15320972.0,0.010995315544218953,1.253754754437565,3153699.0,0.03758857325127531,6.695148350239894,3428354.0,0.0733412883728346,7.298959459183958
2021-04-20,15616130.0,0.011207139920988297,,3163308.0,0.03770310180976219,6.770969140328187,3428354.0,0.0733412883728346,7.384968269797734
2021-04-21,15930774.0,0.011432948705450224,1.2898397795875347,3188192.0,0.03799969132473643,6.859454936790521,3446072.0,0.07372032185286317,7.726151883237836
2021-04-22,16263695.0,0.011671874241395132,1.3757869043468445,3217710.0,0.03835151294919429,6.940610619456475,3456886.0,0.07395166105892645,8.060750864938871
2021-04-23,16610481.0,0.01192075019367267,,3245253.0,0.03867979477731418,7.02375556389904,3468617.0,0.07420261724778608,8.263496767615404
2021-04-24,16960172.0,0.012171710960912078,,3268645.0,0.03895860131702956,7.09435945836347,3468617.0,0.07420261724778608,
2021-04-25,17313163.0,0.012425040020535018,1.5350959046064976,3287418.0,0.03918235453052463,7.15315293045256,3468617.0,0.07420261724778608,8.444640457393593
2021-04-26,17636186.0,0.012656862114658043,1.6246984527765727,3299325.0,0.0393242726849531,7.242238246791248,3488469.0,0.07462730246313361,8.601833030553655
2021-04-27,17997113.0,0.012915886558631202,1.6948322739917248,3310301.0,0.03945509435817112,7.3550314157354375,3496134.0,0.07479127647963767,8.913764449581798
2021-04-28,18376421.0,0.013188102391180638,1.7593694614724087,3332532.0,0.039720063073305036,7.513507284124782,3504799.0,0.07497664306189569,9.442216444375447
2021-04-29,18762976.0,0.013465519137337184,1.8269483975707799,3357268.0,0.040014888593414455,7.676928297577732,3514942.0,0.07519362785633806,10.032612752566248
